anime_ids	name	genre	type	episodes	rating	members
2935	Princess Tutu	Comedy, Fantasy, Magic, Romance	TV	38	8.23	73218
1371	Sakasama no Patema	Sci-Fi, Seinen	Movie	1	8.23	89749
1799	Tsubasa: Shunraiki	Action, Adventure, Drama, Fantasy, Magic, Mystery, Romance, Shounen, Supernatural	OVA	2	8.23	40420
1059	Ashita no Joe	Drama, Sports	TV	79	8.22	15442
101	Fairy Tail	Action, Adventure, Comedy, Fantasy, Magic, Shounen	TV	175	8.22	584590
2512	Ghost in the Shell: Stand Alone Complex - Solid State Society	Mecha, Military, Mystery, Police, Sci-Fi, Seinen	Special	1	8.22	55247
322	Magi: Sinbad no Bouken (TV)	Action, Adventure, Fantasy, Magic, Shounen	TV	13	8.22	73480
2484	Shoujo Kakumei Utena	Drama, Fantasy, Psychological, Shoujo	TV	39	8.22	77464
718	Tengen Toppa Gurren Lagann Movie: Gurren-hen	Action, Comedy, Mecha	Movie	1	8.22	72933
2178	Detective Conan Movie 10: Requiem of the Detectives	Adventure, Comedy, Mystery, Police, Shounen	Movie	1	8.21	21789
59	Evangelion: 1.0 You Are (Not) Alone	Action, Mecha, Sci-Fi	Movie	1	8.21	194561
447	Full Metal Panic? Fumoffu	Action, Comedy, School	TV	12	8.21	171086
3259	Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture	Action, Drama, Military, Sci-Fi, Space	Movie	1	8.21	11808
711	Kara no Kyoukai 3: Tsuukaku Zanryuu	Action, Drama, Mystery, Supernatural, Thriller	Movie	1	8.21	108720
1794	Mobile Suit Gundam 00 Second Season	Action, Drama, Mecha, Military, Sci-Fi, Space	TV	25	8.21	86972
408	Nisemonogatari	Comedy, Mystery, Supernatural	TV	11	8.21	260062
1923	Tsukimonogatari	Comedy, Mystery, Supernatural	TV	4	8.21	111009
1426	Ansatsu Kyoushitsu (TV)	Action, Comedy, School, Shounen	TV	22	8.2	312654
2897	Aria The Avvenire	Fantasy, Sci-Fi, Shounen, Slice of Life	Special	3	8.2	9500
282	Baby Steps 2nd Season	Romance, School, Shounen, Sports	TV	25	8.2	36251
47	D.Gray-man	Action, Adventure, Comedy, Shounen	TV	103	8.2	334399
3261	Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari	Action, Military, Sci-Fi, Space	OVA	24	8.2	8621
1427	Gintama: Jump Festa 2014 Special	Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen	Special	1	8.2	13764
1336	Lupin III: Cagliostro no Shiro	Adventure, Comedy, Shounen	Movie	1	8.2	32732
1096	Ookiku Furikabutte: Natsu no Taikai-hen	Comedy, Sports	TV	13	8.2	22190
3115	Saiunkoku Monogatari 2nd Season	Adventure, Comedy, Drama, Fantasy, Historical, Romance	TV	39	8.2	23160
3165	Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai	Comedy, Drama, Romance, Shounen Ai	Movie	1	8.2	23045
416	Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie	Drama, Slice of Life, Supernatural	Movie	1	8.19	95241
3006	Dennou Coil	Adventure, Comedy, Drama, Mystery, Sci-Fi	TV	26	8.19	76860
588	Eureka Seven	Adventure, Drama, Mecha, Romance, Sci-Fi	TV	50	8.19	239570
2551	Ghost in the Shell: Stand Alone Complex - The Laughing Man	Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen	Special	1	8.19	21435
1588	Gintama: Dai Hanseikai	Action, Comedy, Parody, Samurai	Special	1	8.19	14728
2241	Hidamari Sketch: Sae Hiro Sotsugyou-hen	Comedy, School, Slice of Life	OVA	2	8.19	5959
1010	Hikaru no Go	Comedy, Game, Shounen, Supernatural	TV	75	8.19	69000
91	Kimi ni Todoke	Romance, School, Shoujo, Slice of Life	TV	25	8.19	309339
924	Kokoro Connect: Michi Random	Comedy, Drama, Romance, School, Slice of Life, Supernatural	Special	4	8.19	106989
397	Tokyo Magnitude 8.0	Drama	TV	11	8.19	121349
1195	Cardcaptor Sakura	Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo	TV	70	8.18	181249
732	ef: A Tale of Melodies.	Drama, Mystery, Romance, Supernatural	TV	12	8.18	103657
1134	Gin no Saji	Comedy, School, Shounen, Slice of Life	TV	11	8.18	116261
1910	Hachimitsu to Clover	Comedy, Drama, Josei, Romance	TV	24	8.18	130646
3088	Kodomo no Omocha (TV)	Comedy, Drama, Romance, Shoujo	TV	102	8.18	27893
2196	Love Live! The School Idol Movie	Music, School, Slice of Life	Movie	1	8.18	38118
3037	Sekaiichi Hatsukoi OVA	Comedy, Drama, Romance, Shounen Ai	OVA	2	8.18	35225
1867	Working!!!	Comedy, Romance, Slice of Life	TV	13	8.18	80763
535	Black Lagoon	Action, Seinen	TV	12	8.17	332562
3147	Detective Conan Movie 18: The Sniper from Another Dimension	Action, Mystery, Police, Shounen	Movie	1	8.17	12151
1565	Final Fantasy VII: Advent Children Complete	Action, Fantasy, Super Power	OVA	1	8.17	77111
42	Higurashi no Naku Koro ni	Horror, Mystery, Psychological, Supernatural, Thriller	TV	26	8.17	359494
163	Hyouka	Mystery, School, Slice of Life	TV	22	8.17	372246
1467	Interstella5555: The 5tory of The 5ecret 5tar 5ystem	Adventure, Drama, Music, Sci-Fi	Music	1	8.17	31464
459	Kanon (2006)	Drama, Romance, Slice of Life, Supernatural	TV	24	8.17	163171
132	Kimi ni Todoke 2nd Season	Romance, School, Shoujo, Slice of Life	TV	12	8.17	171866
227	Noragami	Action, Adventure, Shounen, Supernatural	TV	12	8.17	515378
5780	Persona 3 the Movie 4: Winter of Rebirth	Action, Fantasy, Seinen, Supernatural	Movie	1	8.17	13359
735	xxxHOLiC Shunmuki	Comedy, Drama, Mystery, Psychological, Supernatural	OVA	2	8.17	40401
175	Zetsuen no Tempest	Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen	TV	24	8.17	259900
2588	Aria The Origination: Sono Choppiri Himitsu no Basho ni...	Comedy, Shounen, Slice of Life	Special	1	8.16	11961
2171	Detective Conan Movie 03: The Last Wizard of the Century	Adventure, Comedy, Mystery, Police, Shounen	Movie	1	8.16	26799
2172	Detective Conan Movie 04: Captured in Her Eyes	Adventure, Comedy, Mystery, Police, Shounen	Movie	1	8.16	25461
586	Dragon Ball	Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power	TV	153	8.16	316102
4254	Hanada Shounen-shi	Comedy, Drama, Slice of Life, Supernatural	TV	25	8.16	6321
274	Junjou Romantica 3	Comedy, Drama, Romance, Shounen Ai	TV	12	8.16	39866
577	Juuni Kokuki	Action, Adventure, Fantasy, Magic, Supernatural	TV	45	8.16	66646
1080	Major Movie: Yuujou no Winning Shot	Action, Shounen, Sports	Movie	1	8.16	9943
1321	Mirai Shounen Conan	Adventure, Drama, Sci-Fi	TV	26	8.16	15557
805	One Piece Film: Strong World Episode 0	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	OVA	1	8.16	33862
542	Phantom: Requiem for the Phantom	Action, Drama, Seinen, Thriller	TV	26	8.16	159105
968	Tamako Love Story	Comedy, Romance, Slice of Life	Movie	1	8.16	72708
925	Toaru Kagaku no Railgun S	Action, Sci-Fi, Super Power	TV	24	8.16	137105
3692	Touch	Drama, Romance, School, Shounen, Slice of Life, Sports	TV	101	8.16	12833
217	Yowamushi Pedal	Comedy, Drama, Shounen, Sports	TV	38	8.16	91138
1264	Akira	Action, Adventure, Horror, Military, Sci-Fi, Supernatural	Movie	1	8.15	215897
1078	Black Lagoon: Roberta&#039;s Blood Trail	Action, Seinen	OVA	5	8.15	108099
1252	Durarara!!x2 Shou	Action, Mystery, Supernatural	TV	12	8.15	189407
1162	Gintama: Jump Festa 2015 Special	Action, Comedy, Historical, Parody, Samurai, Shounen	Special	1	8.15	7923
1161	High☆Speed!: Free! Starting Days	School, Slice of Life, Sports	Movie	1	8.15	24310
4892	Kyou kara Ore wa!!	Comedy, Shounen	OVA	10	8.15	7954
838	Nurarihyon no Mago: Sennen Makyou	Action, Demons, Shounen, Supernatural	TV	24	8.15	75612
1340	Paprika	Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller	Movie	1	8.15	163308
1072	Prince of Tennis: The National Tournament Finals	Comedy, School, Shounen, Sports	OVA	7	8.15	21020
620	School Rumble Ni Gakki	Comedy, Romance, School, Shounen	TV	26	8.15	93095
402	Sekaiichi Hatsukoi	Comedy, Drama, Romance, Shounen Ai	TV	12	8.15	94820
2121	Akagami no Shirayuki-hime 2nd Season	Drama, Fantasy, Romance, Shoujo	TV	12	8.14	80862
72	Clannad: Mou Hitotsu no Sekai, Tomoyo-hen	Drama, Romance, School, Slice of Life	Special	1	8.14	160423
4231	Ginga Nagareboshi Gin	Action, Adventure, Drama, Shounen	TV	21	8.14	10575
3513	Initial D Fifth Stage	Action, Cars, Drama, Seinen, Sports	TV	14	8.14	26711
116	K-On!!	Comedy, Music, School, Slice of Life	TV	26	8.14	246276
423	Log Horizon	Action, Adventure, Fantasy, Game, Magic, Shounen	TV	25	8.14	387100
4802	Sekaiichi Hatsukoi: Valentine-hen	Comedy, Romance, Shounen Ai	Movie	1	8.14	13454
453	Slayers Next	Adventure, Comedy, Demons, Fantasy, Magic	TV	26	8.14	39832
2553	Aria The OVA: Arietta	Fantasy, Sci-Fi, Shounen, Slice of Life	OVA	1	8.13	20629
3144	Detective Conan Movie 15: Quarter of Silence	Adventure, Comedy, Mystery, Police, Shounen	Movie	1	8.13	17165
2127	Digimon Adventure tri. 3: Kokuhaku	Action, Adventure, Comedy, Drama	Movie	1	8.13	20989
1564	Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi	Action, Comedy, Historical, Mecha, Parody, Samurai, Sci-Fi, Shounen	Special	1	8.13	29331
2931	Igano Kabamaru	Adventure, Comedy, Romance, Shounen	TV	24	8.13	5063
183	Kamisama Hajimemashita	Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural	TV	13	8.13	189641
1830	Kara no Kyoukai: Mirai Fukuin	Drama, Mystery, Seinen, Supernatural	Movie	1	8.13	41168
2464	Mobile Suit Gundam: The 08th MS Team	Adventure, Drama, Mecha, Military, Romance, Sci-Fi	OVA	12	8.13	34177
5146	Omae Umasou da na	Action, Adventure, Fantasy, Kids	Movie	1	8.13	6645
2913	Ushio to Tora (TV) 2nd Season	Comedy, Demons, Shounen, Supernatural	TV	13	8.13	43916
2101	Wolf&#039;s Rain OVA	Adventure, Drama, Psychological, Sci-Fi, Supernatural	OVA	4	8.13	37679
2858	Aoki Hagane no Arpeggio: Ars Nova Cadenza	Action, Sci-Fi, Seinen	Movie	1	8.12	12353
3528	City Hunter 2	Action, Comedy, Mystery, Shounen	TV	63	8.12	8199
1318	Durarara!!x2 Ten	Action, Mystery, Supernatural	TV	12	8.12	132506
693	ef: A Tale of Memories.	Drama, Mystery, Romance	TV	12	8.12	151106
2279	Ghost in the Shell 2.0	Action, Mecha, Police, Psychological, Sci-Fi, Seinen	Movie	1	8.12	51789
2550	Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven	Action, Mecha, Sci-Fi	Special	1	8.12	16614
4863	Ginga Sengoku Gunyuuden Rai	Adventure, Romance, Sci-Fi, Shounen, Space	TV	52	8.12	5308
1492	Initial D Second Stage	Action, Cars, Drama, Seinen, Sports	TV	13	8.12	45825
493	Kami nomi zo Shiru Sekai II	Comedy, Harem, Romance, Shounen, Supernatural	TV	12	8.12	194300
2187	Noragami Aragoto OVA	Action, Adventure, Shounen	OVA	2	8.12	58075
5480	Stand By Me Doraemon	Comedy, Kids, Sci-Fi, Shounen	Movie	1	8.12	5712
832	Tiger &amp; Bunny	Action, Comedy, Mystery, Super Power	TV	25	8.12	104075
504	Yahari Ore no Seishun Love Comedy wa Machigatteiru.	Comedy, Drama, Romance, School	TV	13	8.12	353876
766	Fullmetal Alchemist: Brotherhood Specials	Adventure, Drama, Fantasy, Magic, Military, Shounen	Special	4	8.11	67962
556	Hanamonogatari	Comedy, Mystery, Supernatural	TV	5	8.11	124886
1412	Kimi to Boku. 2	Comedy, Drama, Romance, School, Shounen, Slice of Life	TV	13	8.11	44564
1057	Ookiku Furikabutte	Comedy, Sports	TV	25	8.11	49599
994	Ore Monogatari!!	Comedy, Romance, Shoujo	TV	24	8.11	200833
5811	Tamayura: Sotsugyou Shashin Part 4 - Ashita	Comedy, Drama, Slice of Life	Movie	1	8.1	3187
1468	Tekkon Kinkreet	Action, Adventure, Psychological, Supernatural	Movie	1	8.11	46018
3209	There She Is!!	Comedy, Romance	ONA	5	8.11	13935
621	xxxHOLiC	Comedy, Drama, Mystery, Psychological, Supernatural	TV	24	8.11	150872
52	Byousoku 5 Centimeter	Drama, Romance, Slice of Life	Movie	3	8.1	324035
2275	Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen	Action, Horror, Mystery, Psychological	Special	1	8.1	29969
3264	Ginga Eiyuu Densetsu Gaiden: Rasen Meikyuu	Drama, Military, Sci-Fi, Space	OVA	28	8.1	7712
6079	Hyouge Mono	Historical, Samurai, Seinen	TV	39	8.1	10649
1579	Karigurashi no Arrietty	Fantasy	Movie	1	8.1	97910
1192	Mahou Shoujo Lyrical Nanoha A&#039;s	Action, Comedy, Drama, Magic, Super Power	TV	13	8.1	41685
597	Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen	Drama, Historical, Romance, Samurai, Shounen	OVA	2	8.1	49454
326	Tanaka-kun wa Itsumo Kedaruge	Comedy, School, Slice of Life	TV	12	8.1	101335
1919	Berserk: Ougon Jidai-hen II - Doldrey Kouryaku	Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural	Movie	1	8.09	66721
783	Darker than Black: Kuro no Keiyakusha Gaiden	Action, Mystery, Sci-Fi, Super Power	Special	4	8.09	136135
3257	Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai	Action, Historical, Military, Sci-Fi, Space	Movie	1	8.09	15069
1036	Hikaru no Go: Journey to the North Star Cup	Game, Shounen	Special	1	8.09	13901
1180	Hybrid Child	Drama, Historical, Romance, Sci-Fi, Shounen Ai	OVA	4	8.09	26036
1914	Isekai no Seikishi Monogatari	Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School	OVA	13	8.09	72021
1414	Junjou Romantica OVA	Comedy, Drama, Romance, Shounen Ai	OVA	2	8.09	23192
1225	Kobato.	Comedy, Drama, Fantasy	TV	24	8.09	88986
1474	Kuuchuu Buranko	Comedy, Drama, Psychological, Seinen	TV	11	8.09	41521
3753	Macross: Do You Remember Love?	Action, Mecha, Military, Music, Romance, Sci-Fi, Space	Movie	1	8.09	19240
988	One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai	Adventure, Comedy, Fantasy, Shounen	Special	1	8.09	30516
1045	Prince of Tennis: The National Tournament	Action, Comedy, Shounen, Sports	OVA	13	8.09	25170
1062	Prince of Tennis: The National Tournament Semifinals	Action, Comedy, Sports	OVA	6	8.09	21186
1006	Eyeshield 21	Action, Comedy, Shounen, Sports	TV	145	8.08	83648
2948	Full Moon wo Sagashite	Comedy, Drama, Music, Romance, Shoujo, Supernatural	TV	52	8.08	59374
1537	Grisaia no Rakuen	Drama, Harem, Psychological, Romance	TV	10	8.08	111962
1483	Jigoku Shoujo Futakomori	Horror, Mystery, Psychological, Supernatural	TV	26	8.08	79816
393	Junjou Romantica	Comedy, Drama, Romance, Shounen Ai	TV	12	8.08	117910
404	Mawaru Penguindrum	Comedy, Drama, Mystery, Psychological	TV	24	8.08	156689
1132	SKET Dance OVA	Comedy, School, Shounen	OVA	1	8.08	11342
67	Soul Eater	Action, Adventure, Comedy, Fantasy, Shounen, Supernatural	TV	51	8.08	580184
1219	Trigun: Badlands Rumble	Action, Comedy, Sci-Fi	Movie	1	8.08	68181
387	Haibane Renmei	Drama, Fantasy, Mystery, Psychological, Slice of Life	TV	13	8.07	120731
934	Kuroko no Basket: Tip Off	Comedy, School, Shounen, Sports	Special	1	8.07	41760
3159	Macross	Action, Mecha, Military, Music, Romance, Sci-Fi, Space	TV	36	8.07	44157
378	Mirai Nikki (TV)	Action, Mystery, Psychological, Shounen, Supernatural, Thriller	TV	26	8.07	657190
3642	Saiyuuki Reload: Burial	Action, Adventure, Drama, Fantasy, Shoujo	OVA	3	8.07	6554
5342	Tentai Senshi Sunred 2nd Season	Comedy, Parody, Seinen, Super Power	TV	26	8.07	4584
3566	Terra e... (TV)	Action, Drama, Military, Sci-Fi, Space	TV	24	8.07	36941
255	Tokyo Ghoul	Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural	TV	12	8.07	618056
153	Usagi Drop Specials	Josei, Slice of Life	Special	4	8.07	36351
771	Yume-iro Pâtissière	Kids, School, Shoujo	TV	50	8.07	36921
1190	Azumanga Daioh	Comedy, School, Slice of Life	TV	26	8.06	170901
795	Colorful (Movie)	Drama, Slice of Life, Supernatural	Movie	1	8.06	63263
5469	Detective Conan OVA 09: The Stranger in 10 Years...	Adventure, Comedy, Mystery, Police, Shounen	OVA	1	8.06	9649
2414	Drifters: Special Edition	Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen	OVA	1	8.06	9807
534	FLCL	Action, Comedy, Dementia, Mecha, Parody, Sci-Fi	OVA	6	8.06	305165
448	Full Metal Panic! The Second Raid	Action, Mecha, Military	TV	13	8.06	155340
80	Kuroshitsuji	Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural	TV	24	8.06	424919
428	Love Live! School Idol Project 2nd Season	Music, School, Slice of Life	TV	13	8.06	91864
2638	Macross F Movie 2: Sayonara no Tsubasa	Action, Mecha, Military, Music, Romance, Sci-Fi, Space	Movie	1	8.06	17826
249	Magi: Sinbad no Bouken	Action, Adventure, Fantasy, Magic, Shounen	OVA	5	8.06	52351
418	Nekomonogatari: Kuro	Comedy, Romance, Supernatural	TV	4	8.06	173264
3114	Saiunkoku Monogatari	Adventure, Comedy, Drama, Fantasy, Historical, Romance	TV	39	8.06	50951
568	School Rumble	Comedy, Romance, School, Shounen	TV	26	8.06	178553
347	Suzumiya Haruhi no Yuuutsu	Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life	TV	14	8.06	428569
4589	Flanders no Inu (Movie)	Drama, Historical	Movie	1	8.05	8505
1267	Golden Boy	Adventure, Comedy, Ecchi	OVA	6	8.05	113040
1618	Grisaia no Meikyuu: Caprice no Mayu 0	Drama	Special	1	8.05	70039
2450	Kaleido Star	Comedy, Drama, Fantasy, Shoujo	TV	51	8.05	42253
723	Kara no Kyoukai 4: Garan no Dou	Action, Mystery, Supernatural, Thriller	Movie	1	8.05	103600
5589	Lupin III vs. Detective Conan: The Movie	Action, Comedy, Mystery, Shounen	Movie	1	8.05	10021
1380	Non Non Biyori	Comedy, School, Seinen, Slice of Life	TV	12	8.05	133475
1009	Yakitate!! Japan	Comedy, Shounen	TV	69	8.05	50876
821	Beelzebub	Action, Comedy, Demons, School, Shounen, Supernatural	TV	60	8.04	217752
179	Death Billiards	Drama, Game, Mystery, Psychological, Thriller	Movie	1	8.04	95690
400	Durarara!! Specials	Action, Comedy, Supernatural	Special	2	8.04	103105
1296	Jormungand: Perfect Order	Action, Adventure, Seinen	TV	12	8.04	81951
2591	Mahou Shoujo Lyrical Nanoha: The Movie 1st	Action, Comedy, Drama, Magic, Super Power	Movie	1	8.04	20433
297	Overlord	Action, Adventure, Fantasy, Game, Magic, Supernatural	TV	13	8.04	244268
1008	Prince of Tennis	Action, Comedy, School, Shounen, Sports	TV	178	8.04	87643
6013	Takarajima	Adventure, Drama, Historical, Mystery	TV	26	8.04	5306
617	xxxHOLiC Movie: Manatsu no Yoru no Yume	Comedy, Drama, Mystery, Psychological, Supernatural	Movie	1	8.04	41547
2901	Yuru Yuri San☆Hai!	Comedy, School, Shoujo Ai, Slice of Life	TV	12	8.04	44335
2879	Boruto: Naruto the Movie	Action, Comedy, Martial Arts, Shounen, Super Power	Movie	1	8.03	74690
837	Coquelicot-zaka kara	Historical, Romance, School, Shoujo	Movie	1	8.03	50689
4670	Eikoku Koi Monogatari Emma: Molders-hen	Drama, Historical, Romance, Seinen, Slice of Life	TV	12	8.03	11903
390	Ergo Proxy	Mystery, Psychological, Sci-Fi	TV	23	8.03	265005
128	Hanasaku Iroha	Comedy, Drama, Seinen, Slice of Life	TV	26	8.03	150393
194	Hataraku Maou-sama!	Comedy, Demons, Fantasy, Romance, Shounen	TV	13	8.03	409037
2248	Hibike! Euphonium	Drama, Music, School	TV	13	8.03	134694
396	Higashi no Eden	Action, Comedy, Drama, Mystery, Romance, Sci-Fi, Thriller	TV	11	8.03	276593
3094	Ie Naki Ko Remi	Adventure, Drama, Historical, Slice of Life	TV	23	8.03	6528
1308	Kono Subarashii Sekai ni Shukufuku wo!	Adventure, Comedy, Fantasy, Supernatural	TV	10	8.03	244877
600	Kurenai no Buta	Action, Adventure, Comedy, Drama, Historical, Military, Romance	Movie	1	8.03	74028
2468	Mobile Suit Zeta Gundam	Drama, Mecha, Military, Sci-Fi, Space	TV	50	8.03	28959
303	Prison School	Comedy, Ecchi, Romance, School, Seinen	TV	12	8.03	227734
1948	Saint Seiya	Adventure, Fantasy, Sci-Fi, Shounen	TV	114	8.03	70559
58	Sayonara Zetsubou Sensei	Comedy, Parody, School	TV	12	8.03	174531
1073	Seto no Hanayome OVA	Comedy, Parody, Romance, School	OVA	2	8.03	31973
2297	Zoku Sayonara Zetsubou Sensei	Comedy, Parody, School	TV	13	8.03	74040
5179	Akachan to Boku	Comedy, Drama, Shoujo	TV	35	8.02	8353
543	Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen	Drama, Romance, School	Special	1	8.02	138364
1600	Hakuouki Movie 2: Shikon Soukyuu	Action, Drama, Historical, Josei, Samurai, Supernatural	Movie	1	8.03	9492
710	Kara no Kyoukai 2: Satsujin Kousatsu (Zen)	Action, Mystery, Romance, Supernatural, Thriller	Movie	1	8.02	114415
66	Macross F	Action, Mecha, Military, Music, Romance, Sci-Fi, Space	TV	25	8.02	95551
3580	Magic Kaito	Adventure, Comedy, Romance, Shounen	Special	12	8.02	27274
1461	Sakigake!! Cromartie Koukou	Comedy, School, Shounen	TV	26	8.02	67254
1123	Shijou Saikyou no Deshi Kenichi OVA	Action, Comedy, Martial Arts, School, Shounen	OVA	11	8.02	24167
1464	Touhai Densetsu Akagi: Yami ni Maiorita Tensai	Game, Psychological, Seinen, Thriller	TV	26	8.02	48127
1237	Carnival Phantasm	Comedy, Parody, Supernatural	OVA	12	8.01	71976
331	D.Gray-man Hallow	Action, Demons, Shounen, Super Power	TV	13	8.01	72499
1672	Date A Live: Encore OVA	Romance, Slice of Life	OVA	1	8.01	48432
2427	Dragon Ball Kai (2014)	Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power	TV	61	8.01	42666
2941	Gochuumon wa Usagi Desu ka??	Comedy, Slice of Life	TV	12	8.01	38102
2225	Hidamari Sketch x ☆☆☆	Comedy, School, Slice of Life	TV	12	8.01	15748
869	Kokoro Connect	Comedy, Drama, Romance, School, Slice of Life, Supernatural	TV	13	8.01	283847
5562	Saiyuuki Gaiden	Action, Adventure, Drama, Fantasy, Shoujo	OVA	3	8.01	5843
1476	Shirokuma Cafe	Comedy, Josei, Slice of Life	TV	50	8.01	44668
872	Tiger &amp; Bunny Movie 2: The Rising	Action, Comedy, Mystery, Super Power	Movie	1	8.01	13567
2618	Zan Sayonara Zetsubou Sensei	Comedy, Parody, School	TV	13	8.01	55402
3527	City Hunter	Action, Comedy, Mystery, Shounen	TV	51	8.0	19963
2170	Detective Conan Movie 02: The Fourteenth Target	Adventure, Comedy, Mystery, Police, Shounen	Movie	1	8.0	26284
281	Gekkan Shoujo Nozaki-kun Specials	Comedy, Romance, School	Special	6	8.0	52672
6185	Giant Robo the Animation: Chikyuu ga Seishi Suru Hi	Action, Mecha, Sci-Fi, Shounen, Super Power	OVA	7	8.0	12283
3203	Hetalia: The Beautiful World Specials	Comedy, Historical, Parody	Special	4	8.0	8644
3299	Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari	Comedy, Drama, Shoujo	OVA	1	8.0	9268
